01/19/2015	901,value
01/20/1998	1,value
01/20/2001	1,value
01/20/2006	981,value
01/20/2007	934,value
01/20/2008	946,value
01/20/2009	903,value
01/20/2010	1060,value
01/20/2011	1038,value
01/20/2012	1045,value
01/20/2013	945,value
01/20/2014	1011,value
01/20/2015	1035,value
01/21/2000	1,value
01/21/2003	1,value
01/21/2006	900,value
01/21/2007	813,value
01/21/2008	876,value
01/21/2009	932,value
01/21/2010	1051,value
01/21/2011	965,value
01/21/2012	901,value
01/21/2013	844,value
01/21/2014	800,value
01/21/2015	988,value
01/22/1998	1,value
01/22/2006	846,value
01/22/2007	960,value
01/22/2008	1019,value
01/22/2009	966,value
01/22/2010	1104,value
01/22/2011	898,value
01/22/2012	770,value
01/22/2013	859,value
01/22/2014	817,value
01/22/2015	1042,value
01/23/2003	1,value
01/23/2005	1,value
01/23/2006	962,value
01/23/2007	942,value
01/23/2008	1064,value
01/23/2009	1076,value
01/23/2010	1074,value
01/23/2011	770,value
01/23/2012	1002,value
01/23/2013	836,value
01/23/2014	891,value
01/23/2015	1071,value
01/24/2004	1,value
01/24/2005	1,value
01/24/2006	954,value
01/24/2007	1013,value
01/24/2008	972,value
01/24/2009	996,value
01/24/2010	896,value
01/24/2011	829,value
01/24/2012	1106,value
01/24/2013	839,value
01/24/2014	990,value
01/24/2015	885,value
01/25/2003	1,value
01/25/2005	1,value
01/25/2006	890,value
01/25/2007	921,value
01/25/2008	997,value
01/25/2009	817,value
01/25/2010	839,value
01/25/2011	869,value
01/25/2012	1059,value
01/25/2013	975,value
01/25/2014	1058,value
01/25/2015	871,value
01/26/2004	1,value
01/26/2005	1,value
01/26/2006	902,value
01/26/2007	828,value
01/26/2008	977,value
01/26/2009	861,value
01/26/2010	1014,value
01/26/2011	751,value
01/26/2012	977,value
01/26/2013	945,value
01/26/2014	890,value
01/26/2015	740,value
01/27/2003	3,value
01/27/2005	3,value
01/27/2006	936,value
01/27/2007	929,value
01/27/2008	924,value
01/27/2009	972,value
01/27/2010	987,value
01/27/2011	678,value
01/27/2012	1152,value
01/27/2013	839,value
01/27/2014	955,value
01/27/2015	636,value
01/28/2003	1,value
01/28/2004	2,value
01/28/2005	2,value
01/28/2006	812,value
01/28/2007	914,value
01/28/2008	891,value
01/28/2009	776,value
01/28/2010	916,value
01/28/2011	887,value
01/28/2012	1137,value
01/28/2013	844,value
01/28/2014	970,value
01/28/2015	877,value
01/29/2001	1,value
01/29/2003	1,value
01/29/2005	1,value
01/29/2006	801,value
01/29/2007	803,value
01/29/2008	929,value
01/29/2009	962,value
01/29/2010	963,value
01/29/2011	896,value
01/29/2012	905,value
01/29/2013	1030,value
01/29/2014	946,value
01/29/2015	869,value
01/30/2001	2,value
01/30/2002	1,value
01/30/2004	4,value
01/30/2005	2,value
01/30/2006	896,value
01/30/2007	918,value
01/30/2008	938,value
01/30/2009	974,value
01/30/2010	853,value
01/30/2011	829,value
01/30/2012	944,value
01/30/2013	994,value
01/30/2014	1039,value
